Project.ID,Deployment.Location.ID,Latitude,Longitude,Country,HMI,Climate.bio01,Climate.bio07,Land.Cover,Tree.Cover,Elevation.m,GPW,Protected,BIOME_NAME,ECO_NAME,RoadDensity_m_km2,dist_road
2C2T,FS9,46.13382,11.202,Italy,0.5685307,8.7,29.9,Closed_forest_mixed,84,846,78.383728,no,Temperate Conifer Forests,Alps conifer and mixed forests,1296,1011.65
2C2T,FS35,46.13729,11.20123,Italy,0.5802631,8.6,29.9,Closed_forest_mixed,84,846,75.8464813,no,Temperate Conifer Forests,Alps conifer and mixed forests,1296,656.81
2C2T,FS159,46.13771,11.16918,Italy,0.4770355,8.8,30.1,Closed_forest_mixed,90,832,0,yes,Temperate Conifer Forests,Alps conifer and mixed forests,1296,860
2C2T,FS94,46.13798,11.15639,Italy,0.51011,9.7,30.6,Closed_forest_deciduous,91,694,0,no,Temperate Conifer Forests,Alps conifer and mixed forests,2242,659.01
2C2T,FS158,46.14019,11.15549,Italy,0.51011,9.7,30.6,Closed_forest_mixed,96,668,0,no,Temperate Conifer Forests,Alps conifer and mixed forests,2242,493.9
2C2T,FS72,46.14124,11.16773,Italy,0.4770355,8.8,30.1,Closed_forest_mixed,96,774,0,yes,Temperate Conifer Forests,Alps conifer and mixed forests,1296,743.59
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_20_03,59.3802,-135.84097,USA:Alaska,0.1927826,4,29.2,Closed_forest_other,32,50,0.842089,yes,Tundra,Pacific Coastal Mountain icefields and tundra,150,209.23
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_3,59.3802,-135.84097,USA:Alaska,0.1927826,4,29.2,Closed_forest_other,32,50,0.842089,yes,Tundra,Pacific Coastal Mountain icefields and tundra,150,209.23
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_2,59.39905,-135.9288,USA:Alaska,0.192716,3.9,29.5,Herbaceous_vegetation,21,43,0.9922332,no,Tundra,Pacific Coastal Mountain icefields and tundra,133,1335.03
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_20_02,59.39905,-135.29881,USA:Alaska,0.1394236,2.4,31.4,Closed_forest_evergreen,70,569,0,no,Tundra,Pacific Coastal Mountain icefields and tundra,0,6100.77
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_5,59.41195,-136.15141,USA:Alaska,0.1533876,2.1,30.6,Open_forest_other,40,328,0.6031563,no,Tundra,Pacific Coastal Mountain icefields and tundra,0,2031.91
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_20_08,59.41423,-136.06423,USA:Alaska,0.1577237,3.5,29.9,Open_forest_other,75,303,0.6548805,no,Tundra,Pacific Coastal Mountain icefields and tundra,15,613.14
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_8,59.41423,-136.06422,USA:Alaska,0.1577237,3.5,29.9,Open_forest_other,75,303,0.6548805,no,Tundra,Pacific Coastal Mountain icefields and tundra,15,613.17
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_20_06,59.41492,-136.07539,USA:Alaska,0.1625481,3.5,29.9,PermanentWater,63,247,0.8627763,no,Tundra,Pacific Coastal Mountain icefields and tundra,15,537.17
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_6,59.41492,-136.0754,USA:Alaska,0.1625481,3.5,29.9,PermanentWater,63,247,0.8627763,no,Tundra,Pacific Coastal Mountain icefields and tundra,15,537.18
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_7,59.41505,-136.0691,USA:Alaska,0.1577237,3.5,29.9,Open_forest_other,75,303,0.6548805,no,Tundra,Pacific Coastal Mountain icefields and tundra,15,521.49
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_4,59.42641,-136.30461,USA:Alaska,0.1783268,2.8,30.4,PermanentWater,13,200,3.5469952,no,Tundra,Pacific Coastal Mountain icefields and tundra,117,846.89
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_1,59.42643,-136.2225,USA:Alaska,0.1996948,3.1,30.1,PermanentWater,11,148,4.9065757,no,Tundra,Pacific Coastal Mountain icefields and tundra,110,931.66
AK_Forest_Chilkat_Preserve,AK_Forest_Chilkat_Preserve_20_01,59.42643,-136.22251,USA:Alaska,0.1996948,3.1,30.1,PermanentWater,11,148,4.9065757,no,Tundra,Pacific Coastal Mountain icefields and tundra,110,931.76
AL_Forest_Auburn,AL_Forest_Auburn_26,32.65876,-85.4836,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,405.23
AL_Forest_Auburn,AL_Forest_Auburn_20_26,32.65877,-85.48349,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,414.76
AL_Forest_Auburn,AL_Forest_Auburn_20_25,32.65896,-85.48269,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,489.32
AL_Forest_Auburn,AL_Forest_Auburn_25,32.65897,-85.4828,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,480.69
AL_Forest_Auburn,AL_Forest_Auburn_20_27,32.65902,-85.48579,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,235.98
AL_Forest_Auburn,AL_Forest_Auburn_20_16,32.65922,-85.48719,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,129.3
AL_Forest_Auburn,AL_Forest_Auburn_27,32.6596,-85.48561,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,276.77
AL_Forest_Auburn,AL_Forest_Auburn_24,32.65973,-85.48338,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,466.75
AL_Forest_Auburn,AL_Forest_Auburn_20_24,32.65977,-85.48338,USA,0.5213231,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,468.54
AL_Forest_Auburn,AL_Forest_Auburn_23,32.66043,-85.48366,USA,0.5266198,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,474.91
AL_Forest_Auburn,AL_Forest_Auburn_1,32.66049,-85.4881,USA,0.5266198,17,31.9,Closed_forest_evergreen,82,198,6.5782948,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,110.91
AL_Forest_Auburn,AL_Forest_Auburn_22,32.66104,-85.48479,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,408.85
AL_Forest_Auburn,AL_Forest_Auburn_20_02,32.6612,-85.48712,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,223.58
AL_Forest_Auburn,AL_Forest_Auburn_2,32.66125,-85.48711,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,226.64
AL_Forest_Auburn,AL_Forest_Auburn_18,32.66131,-85.48274,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,590.22
AL_Forest_Auburn,AL_Forest_Auburn_20_18,32.66138,-85.48267,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,599.13
AL_Forest_Auburn,AL_Forest_Auburn_21,32.66153,-85.48549,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,372.95
AL_Forest_Auburn,AL_Forest_Auburn_3,32.66182,-85.48709,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,253.77
AL_Forest_Auburn,AL_Forest_Auburn_4,32.66249,-85.48768,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,235
AL_Forest_Auburn,AL_Forest_Auburn_20_04,32.66264,-85.48766,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,243.24
AL_Forest_Auburn,AL_Forest_Auburn_6,32.66269,-85.48874,USA,0.4327116,16.9,32,Open_forest_other,65,205,0.3427226,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,154.14
AL_Forest_Auburn,AL_Forest_Auburn_5,32.66294,-85.48788,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,236.36
AL_Forest_Auburn,AL_Forest_Auburn_20,32.66298,-85.48557,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,431.15
AL_Forest_Auburn,AL_Forest_Auburn_20_05,32.66302,-85.48793,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,234.38
AL_Forest_Auburn,AL_Forest_Auburn_19,32.66335,-85.48654,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,364.17
AL_Forest_Auburn,AL_Forest_Auburn_20_17,32.66358,-85.48308,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,663.6
AL_Forest_Auburn,AL_Forest_Auburn_20_19,32.66363,-85.4863,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,389.19
AL_Forest_Auburn,AL_Forest_Auburn_17,32.66363,-85.48324,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,652.62
AL_Forest_Auburn,AL_Forest_Auburn_16,32.66366,-85.48525,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,482.97
AL_Forest_Auburn,AL_Forest_Auburn_13,32.66379,-85.48567,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,444.43
AL_Forest_Auburn,AL_Forest_Auburn_7,32.66381,-85.48851,USA,0.4327116,16.9,32,Closed_forest_evergreen,82,205,0.3427226,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,190.97
AL_Forest_Auburn,AL_Forest_Auburn_15,32.66385,-85.48677,USA,0.5266198,16.8,32,Closed_forest_evergreen,82,198,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,345.82
AL_Forest_Auburn,AL_Forest_Auburn_20_07,32.66389,-85.48844,USA,0.4327116,16.9,32,Closed_forest_evergreen,82,205,0.3427226,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,196.67
AL_Forest_Auburn,AL_Forest_Auburn_20_15,32.66437,-85.48717,USA,0.5266198,16.8,32,Closed_forest_other,53,224,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,299.16
AL_Forest_Auburn,AL_Forest_Auburn_12,32.6644,-85.48485,USA,0.5266198,16.8,32,Closed_forest_other,53,224,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,499.53
AL_Forest_Auburn,AL_Forest_Auburn_20_14,32.66447,-85.48639,USA,0.5266198,16.8,32,Closed_forest_other,53,224,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,363.97
AL_Forest_Auburn,AL_Forest_Auburn_14,32.66455,-85.4863,USA,0.5266198,16.8,32,Closed_forest_other,53,224,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,369.5
AL_Forest_Auburn,AL_Forest_Auburn_10,32.66487,-85.48588,USA,0.5266198,16.8,32,Closed_forest_other,53,224,21.3606529,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,396.82
AL_Forest_Auburn,AL_Forest_Auburn_8,32.66496,-85.48828,USA,0.4327116,16.9,32,Closed_forest_other,53,224,0.3427226,yes,Temperate Broadleaf & Mixed Forests,Appalachian Piedmont forests,4458,186.1
Allen Fort Hood,Grid 7-18,31.014859,-97.785318,USA,0.3921309,19.2,32.5,Closed_forest_evergreen,64,243,33.2995224,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,2902.05
Allen Fort Hood,Grid 7-17,31.021754,-97.802014,USA,0.3106749,19.2,32.2,Closed_forest_evergreen,69,261,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,4193.62
Allen Fort Hood,Grid 7-14,31.023675,-97.782556,USA,0.3417729,19.2,32.2,Closed_forest_evergreen,71,248,1.2793602,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,2460.08
Allen Fort Hood,Grid 7-19,31.025467,-97.766986,USA,0.4879242,19.1,32.1,Open_forest_other,36,274,22.1731892,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,1044.43
Allen Fort Hood,Grid 7-15,31.027691,-97.798115,USA,0.2803639,19.2,32.2,Closed_forest_evergreen,70,261,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,3438.07
Allen Fort Hood,Grid 7-20,31.029685,-97.777052,USA,0.3455054,19.2,32.3,Closed_forest_evergreen,72,266,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,1760.82
Allen Fort Hood,Grid 7-16,31.032496,-97.820246,USA,0.273286,19.1,31.8,Open_forest_other,52,280,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,3107.78
Allen Fort Hood,Grid 7-12,31.048331,-97.828183,USA,0.3572151,19.1,31.7,Closed_forest_evergreen,60,283,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,1519.05
Allen Fort Hood,Grid 7-13,31.053077,-97.802732,USA,0.6200993,19.1,31.8,Closed_forest_evergreen,63,287,2.0572922,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,912,705.81
Allen Fort Hood,Grid 7-7,31.054423,-97.862744,USA,0.3224286,18.9,31.8,Closed_forest_evergreen,69,334,0.0389885,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,3143.01
Allen Fort Hood,Grid 7-11,31.055478,-97.837328,USA,0.4501183,19.1,31.7,Closed_forest_evergreen,61,305,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1377.46
Allen Fort Hood,Grid 7-6,31.055889,-97.856082,USA,0.3203577,18.8,31.7,Closed_forest_evergreen,69,318,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,2525.58
Allen Fort Hood,Grid 7-8,31.05605,-97.844772,USA,0.349183,19,31.5,Closed_forest_evergreen,67,307,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1689.37
Allen Fort Hood,Grid 7-5,31.061767,-97.854492,USA,0.3547163,18.8,31.7,Closed_forest_evergreen,69,363,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,2030.28
Allen Fort Hood,Grid 7-4,31.064575,-97.86604,USA,0.3343641,18.7,31.7,Closed_forest_evergreen,66,362,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,2534.35
Allen Fort Hood,Grid 7-9,31.064934,-97.848501,USA,0.4165835,19.1,31.7,Open_forest_other,52,307,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1394.81
Allen Fort Hood,Grid 7-10,31.067038,-97.857856,USA,0.3547163,18.8,31.7,Open_forest_other,62,333,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1864.78
Allen Fort Hood,Grid 7-3,31.071577,-97.870181,USA,0.3541559,18.7,31.8,Closed_forest_other,61,366,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1911.27
Allen Fort Hood,Grid 7-2,31.077515,-97.873381,USA,0.3541559,18.7,31.8,Closed_forest_evergreen,71,374,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,61,1217.45
Allen Fort Hood,Grid 7-1,31.088528,-97.876166,USA,0.4496883,18.8,31.9,Closed_forest_other,60,340,90.2528839,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,2726,703.07
Allen Fort Hood,Grid 6-16,31.107858,-97.553593,USA,0.3065898,18.8,33.7,Open_forest_other,51,242,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,1912.66
Allen Fort Hood,Grid 6-17,31.109254,-97.544607,USA,0.3415345,18.8,33.8,Closed_forest_evergreen,71,237,1.2571453,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,1333.28
Allen Fort Hood,Grid 6-15,31.114133,-97.564581,USA,0.2973369,18.8,33.5,Closed_forest_evergreen,64,258,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,2670.57
Allen Fort Hood,Grid 6-18,31.116374,-97.557564,USA,0.2758198,18.9,33.9,Closed_forest_evergreen,72,251,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,1985.13
Allen Fort Hood,Grid 6-19,31.116571,-97.551804,USA,0.3734914,18.9,33.9,Closed_forest_evergreen,79,243,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,1470.97
Allen Fort Hood,Grid 6-12,31.118338,-97.572771,USA,0.2646268,18.8,33.6,Closed_forest_evergreen,79,265,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,3181.75
Allen Fort Hood,Grid 6-10,31.118406,-97.578904,USA,0.2646268,18.8,33.6,Closed_forest_evergreen,79,265,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,3261.79
Allen Fort Hood,Grid 6-9,31.118924,-97.591575,USA,0.27918,18.8,33.3,Closed_forest_evergreen,61,272,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3559.27
Allen Fort Hood,Grid 6-14,31.119027,-97.563302,USA,0.2629634,18.8,33.7,Closed_forest_evergreen,74,258,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,2461.04
Allen Fort Hood,Grid 6-20,31.120671,-97.548239,USA,0.3734914,18.9,33.9,Closed_forest_evergreen,79,218,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,1081.64
Allen Fort Hood,Grid 6-6,31.120689,-97.602832,USA,0.2867482,18.8,33.2,Open_forest_other,64,270,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3036.81
Allen Fort Hood,Grid 5-12,31.120911,-97.535893,USA,0.4696402,18.9,34.1,Open_forest_other,56,222,136.5037842,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,33.17
Allen Fort Hood,Grid 5-15,31.121372,-97.62948,USA,0.3946629,18.9,33.2,Open_forest_other,54,263,38.2459984,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2106.17
Allen Fort Hood,Grid 6-13,31.123626,-97.571245,USA,0.2646268,18.8,33.6,Open_forest_other,45,250,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,3205.42
Allen Fort Hood,Grid 6-11,31.123685,-97.582307,USA,0.272004,18.8,33.4,Open_forest_other,60,255,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,566,3929.04
Allen Fort Hood,Grid 6-8,31.125408,-97.594667,USA,0.2585303,18.9,33.4,Open_forest_other,60,267,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3919.94
Allen Fort Hood,Grid 6-7,31.12686,-97.585553,USA,0.2646432,18.9,33.7,Open_forest_other,60,255,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,4364.58
Allen Fort Hood,Grid 5-14,31.127945,-97.63508,USA,0.2984409,18.8,33.1,Closed_forest_evergreen,80,268,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2349.05
Allen Fort Hood,Grid 5-16,31.128498,-97.628486,USA,0.2961404,18.8,33,Closed_forest_evergreen,82,279,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2754.32
Allen Fort Hood,Grid 5-13,31.129674,-97.642418,USA,0.2984409,18.8,33.1,Closed_forest_evergreen,80,276,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,1954.2
Allen Fort Hood,Grid 6-3,31.130637,-97.606787,USA,0.2686953,18.8,33.2,Open_forest_other,64,267,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3899.65
Allen Fort Hood,Grid 5-8,31.131964,-97.650052,USA,0.3184013,18.8,32.9,Closed_forest_evergreen,76,280,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,1361.77
Allen Fort Hood,Grid 5-17,31.134207,-97.636008,USA,0.2773801,18.8,33,Closed_forest_evergreen,79,276,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2651.03
Allen Fort Hood,Grid 6-5,31.134392,-97.583784,USA,0.2664263,18.8,33.6,Closed_forest_evergreen,57,243,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,4593.3
Allen Fort Hood,Grid 5-7,31.13792,-97.661421,USA,0.3399335,18.8,32.7,Herbaceous_vegetation,43,299,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,1080.8
Allen Fort Hood,Grid 6-4,31.138269,-97.590964,USA,0.2544466,18.8,33.4,Open_forest_other,45,239,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,5286.08
Allen Fort Hood,Grid 5-10,31.13869,-97.644471,USA,0.2900107,18.8,33,Closed_forest_evergreen,76,296,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2208.42
Allen Fort Hood,Grid 5-9,31.140682,-97.651995,USA,0.3107476,18.8,32.7,Open_forest_other,69,297,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,1901.98
Allen Fort Hood,Grid 6-1,31.143412,-97.592618,USA,0.254777,18.9,33.6,Closed_forest_evergreen,66,239,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,5538.43
Allen Fort Hood,Grid 6-2,31.144768,-97.607053,USA,0.2514154,18.8,33.1,Open_forest_other,46,276,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,5436.19
Allen Fort Hood,Grid 5-11,31.145722,-97.640563,USA,0.2652719,18.8,33,Open_forest_other,67,288,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3019.8
Allen Fort Hood,Grid 5-18,31.148536,-97.633673,USA,0.2652719,18.8,33,Closed_forest_evergreen,79,277,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,3698.35
Allen Fort Hood,Grid 5-6,31.151094,-97.649508,USA,0.272366,18.8,33,Closed_forest_evergreen,75,286,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2942.19
Allen Fort Hood,Grid 5-19,31.151466,-97.624966,USA,0.2501397,18.8,33.2,Closed_forest_evergreen,79,284,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,4523.08
Allen Fort Hood,Grid 5-1,31.151563,-97.665971,USA,0.2850555,18.8,32.8,Open_forest_other,50,295,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,2223.75
Allen Fort Hood,Grid 5-20,31.152624,-97.619369,USA,0.2508351,18.8,33.3,Closed_forest_evergreen,73,273,0,no,"Temperate Grasslands, Savannas & Shrublands",Cross-Timbers savanna-woodland,510,5010
